timestamp,original,statuscode,mimetype,length,domain,filetype
20160304012716,http://twincitiesstartupweek.com:80/,200,text/html,4102,twincitiesstartupweek.com,jpg
20160311072322,http://twincitiesstartupweek.com/,200,text/html,4246,twincitiesstartupweek.com,jpg
20160404111516,http://twincitiesstartupweek.com:80/,200,text/html,4095,twincitiesstartupweek.com,jpg
20160612014448,http://twincitiesstartupweek.com/,200,text/html,3783,twincitiesstartupweek.com,jpg
20160701183706,http://twincitiesstartupweek.com:80/?,200,text/html,3646,twincitiesstartupweek.com,jpg
20160710104033,http://twincitiesstartupweek.com:80/,200,text/html,3642,twincitiesstartupweek.com,jpg
20160712013819,http://twincitiesstartupweek.com/,200,text/html,3784,twincitiesstartupweek.com,jpg
20160818021136,http://twincitiesstartupweek.com:80/,200,text/html,3645,twincitiesstartupweek.com,jpg
20160821031623,http://twincitiesstartupweek.com:80/?,200,text/html,3648,twincitiesstartupweek.com,jpg
20160912021231,http://twincitiesstartupweek.com/,200,text/html,6522,twincitiesstartupweek.com,jpg
20160927061309,http://twincitiesstartupweek.com:80/?,200,text/html,6378,twincitiesstartupweek.com,jpg
20161003125900,http://twincitiesstartupweek.com/,200,text/html,6525,twincitiesstartupweek.com,jpg
20161011082428,http://twincitiesstartupweek.com:80/,200,text/html,6379,twincitiesstartupweek.com,jpg
20161012014845,http://twincitiesstartupweek.com/,200,text/html,6520,twincitiesstartupweek.com,jpg
20161024214739,http://twincitiesstartupweek.com:80/,200,text/html,6376,twincitiesstartupweek.com,jpg
20161029091548,http://twincitiesstartupweek.com:80/?,200,text/html,6381,twincitiesstartupweek.com,jpg
20170210011321,http://twincitiesstartupweek.com/,200,text/html,6698,twincitiesstartupweek.com,jpg
20170312111311,http://twincitiesstartupweek.com:80/,200,text/html,6559,twincitiesstartupweek.com,jpg
20170525082254,http://twincitiesstartupweek.com/,200,text/html,6707,twincitiesstartupweek.com,jpg
20170612234432,http://twincitiesstartupweek.com:80/,200,text/html,6559,twincitiesstartupweek.com,jpg
20170621145942,http://twincitiesstartupweek.com/,200,text/html,6705,twincitiesstartupweek.com,jpg
20170716000154,http://twincitiesstartupweek.com:80/,200,text/html,6908,twincitiesstartupweek.com,jpg
20170912004926,http://twincitiesstartupweek.com:80/?,200,text/html,8143,twincitiesstartupweek.com,jpg
20170916102137,http://twincitiesstartupweek.com/,200,text/html,8316,twincitiesstartupweek.com,jpg
20170929052910,http://twincitiesstartupweek.com:80/,200,text/html,8237,twincitiesstartupweek.com,jpg
20171006002238,http://twincitiesstartupweek.com/,200,text/html,8384,twincitiesstartupweek.com,jpg
20171009145010,http://twincitiesstartupweek.com:80/,200,text/html,8267,twincitiesstartupweek.com,jpg
20171224200334,http://twincitiesstartupweek.com/,200,text/html,8451,twincitiesstartupweek.com,jpg
20180125145917,http://twincitiesstartupweek.com:80/,200,text/html,8305,twincitiesstartupweek.com,jpg
20180323221854,http://twincitiesstartupweek.com/,200,text/html,8521,twincitiesstartupweek.com,jpg
20180822052646,https://twincitiesstartupweek.com/,200,text/html,8953,twincitiesstartupweek.com,jpg
20190818162458,https://www.twincitiesstartupweek.com/,200,text/html,9953,twincitiesstartupweek.com,jpg
20190917213238,https://twincitiesstartupweek.com/,200,text/html,9524,twincitiesstartupweek.com,jpg
20191120112602,https://www.twincitiesstartupweek.com/,200,text/html,7887,twincitiesstartupweek.com,jpg
20191210171623,https://twincitiesstartupweek.com/,200,text/html,7878,twincitiesstartupweek.com,jpg
20200906213702,https://www.twincitiesstartupweek.com/,200,text/html,13424,twincitiesstartupweek.com,jpg
20220122021134,https://www.twincitiesstartupweek.com,200,text/html,18405,twincitiesstartupweek.com,jpg
20220221160809,https://www.twincitiesstartupweek.com/,200,text/html,15012,twincitiesstartupweek.com,jpg
20220522070215,https://www.twincitiesstartupweek.com,200,text/html,16374,twincitiesstartupweek.com,jpg
20220522080857,https://www.twincitiesstartupweek.com/,200,text/html,16376,twincitiesstartupweek.com,jpg
20220705183722,https://www.twincitiesstartupweek.com,200,text/html,16249,twincitiesstartupweek.com,jpg
20220727163803,https://www.twincitiesstartupweek.com/,200,text/html,13745,twincitiesstartupweek.com,jpg
20220818164532,https://www.twincitiesstartupweek.com,200,text/html,16490,twincitiesstartupweek.com,jpg
20220901192255,https://www.twincitiesstartupweek.com/,200,text/html,11613,twincitiesstartupweek.com,jpg
20220924222920,https://www.twincitiesstartupweek.com,200,text/html,14553,twincitiesstartupweek.com,jpg
20220926072037,https://www.twincitiesstartupweek.com/,200,text/html,14118,twincitiesstartupweek.com,jpg
20221203020914,https://www.twincitiesstartupweek.com,200,text/html,15448,twincitiesstartupweek.com,jpg
20230103063958,https://www.twincitiesstartupweek.com/,200,text/html,15032,twincitiesstartupweek.com,jpg
20230129085724,https://www.twincitiesstartupweek.com,200,text/html,15459,twincitiesstartupweek.com,jpg
20230129093803,https://www.twincitiesstartupweek.com/,200,text/html,15458,twincitiesstartupweek.com,jpg
20220705193309,https://www.twincitiesstartupweek.com/?hsLang=en&__hstc=178127162.43520982a7c7a054a6448ab657d75c2b.1652279224849.1652279224849.1652279224849.1&__hssc=178127162.2.1652279224849&__hsfp=187408764,200,text/html,16317,twincitiesstartupweek.com,jpg
20200924043021,https://www.twincitiesstartupweek.com/?__hssc=244370202.1.1597419853349&__hstc=244370202.97707771ef1fb508492b2741138a7889.1597419853348.1597419853349.1597419853349.1&__hsfp=2558791374&hsCtaTracking=f0434eae-a119-4504-8594-7bfd98701734%7Ce6e8b5f2-2447-4ede-ab6e-517226db8005,200,text/html,13681,twincitiesstartupweek.com,jpg
20221203021658,https://www.twincitiesstartupweek.com/?utm_campaign=TCSW%202022%20Content&utm_medium=email&_hsmi=223348456&_hsenc=p2ANqtz--hlQT6E_jEHOjDBZ1lja11_R8EzkysRf7vcrrFMALNhK5CZFgzdD5YZ4O3fo65o5eB8-A1Tsp3pouA4myIMxmzjDl41A&utm_content=223348456&utm_source=hs_email,200,text/html,15612,twincitiesstartupweek.com,jpg
20230129101402,https://www.twincitiesstartupweek.com/?hsCtaTracking=0a004ba8-0d84-43ba-abc6-38f9d696306d%7C18bd95aa-6052-4cf9-8eff-7631ecfe093e,200,text/html,15510,twincitiesstartupweek.com,jpg
20220522193008,https://www.twincitiesstartupweek.com?hsLang=en,200,text/html,16380,twincitiesstartupweek.com,jpg
20220727163707,https://www.twincitiesstartupweek.com/?hss_channel=tw-1017844990804971520,200,text/html,13741,twincitiesstartupweek.com,jpg
20220727163711,https://www.twincitiesstartupweek.com/?utm_content=215700059&utm_medium=social&utm_source=twitter&hss_channel=tw-1017844990804971520,200,text/html,13736,twincitiesstartupweek.com,jpg
20220830131802,https://www.twincitiesstartupweek.com/?utm_content=218970390&utm_medium=social&utm_source=twitter&hss_channel=tw-1017844990804971520,200,text/html,12871,twincitiesstartupweek.com,jpg
20220901221121,https://www.twincitiesstartupweek.com/?utm_content=219214345&utm_medium=social&utm_source=twitter&hss_channel=tw-1017844990804971520,200,text/html,11596,twincitiesstartupweek.com,jpg
20220916131754,https://www.twincitiesstartupweek.com/?utm_content=221177150&utm_medium=social&utm_source=twitter&hss_channel=tw-1017844990804971520,200,text/html,11624,twincitiesstartupweek.com,jpg
20190521054708,https://twincitiesstartupweek.com/?utm_content=88241884&utm_medium=social&utm_source=twitter&hss_channel=tw-2508348145,200,text/html,9723,twincitiesstartupweek.com,jpg
20191020185355,https://twincitiesstartupweek.com/?mc_cid=ae848009ce&mc_eid=%5BUNIQID%5D,200,text/html,7929,twincitiesstartupweek.com,jpg
20191119180007,https://twincitiesstartupweek.com/?utm_source=Dispatch+Designees&utm_campaign=9a87fbf371-_Minnesota_Rising_Dispatch_+May_2018_COPY_01&utm_medium=email&utm_term=0_8c9f444489-9a87fbf371-,200,text/html,7971,twincitiesstartupweek.com,jpg
20211023004204,https://www.twincitiesstartupweek.com/?utm_campaign=IoT%2BWeekly%2BNews&utm_medium=web&utm_source=IoT_Weekly_News_153,200,text/html,16924,twincitiesstartupweek.com,jpg
20190921023936,https://twincitiesstartupweek.com/?utm_content=&utm_medium=email&utm_name=&utm_source=govdelivery&utm_term=,200,text/html,9965,twincitiesstartupweek.com,jpg
20220504130935,https://www.twincitiesstartupweek.com/_hcms/forms/v2.js,200,application/javascript,142445,twincitiesstartupweek.com,jpg
20150702101644,http://twincitiesstartupweek.com/apple-touch-icon-114x114.png,200,image/png,8807,twincitiesstartupweek.com,jpg
20180708072334,https://twincitiesstartupweek.com/apple-touch-icon-114x114.png,200,image/png,8933,twincitiesstartupweek.com,jpg
20150702101549,http://twincitiesstartupweek.com/apple-touch-icon-120x120.png,200,image/png,8899,twincitiesstartupweek.com,jpg
20180708041607,https://twincitiesstartupweek.com/apple-touch-icon-120x120.png,200,image/png,9025,twincitiesstartupweek.com,jpg
20150702101619,http://twincitiesstartupweek.com/apple-touch-icon-144x144.png,200,image/png,10001,twincitiesstartupweek.com,jpg
20180708051442,https://twincitiesstartupweek.com/apple-touch-icon-144x144.png,200,image/png,10129,twincitiesstartupweek.com,jpg
20150702101721,http://twincitiesstartupweek.com/apple-touch-icon-152x152.png,200,image/png,12683,twincitiesstartupweek.com,jpg
20180708082825,https://twincitiesstartupweek.com/apple-touch-icon-152x152.png,200,image/png,12811,twincitiesstartupweek.com,jpg
20150702101540,http://twincitiesstartupweek.com/apple-touch-icon-57x57.png,200,image/png,3654,twincitiesstartupweek.com,jpg
20180708042816,https://twincitiesstartupweek.com/apple-touch-icon-57x57.png,200,image/png,3777,twincitiesstartupweek.com,jpg
